"actor_id","full_name","film_id","title","release_year","language"
53,"Mena Temple",508,"Lambs Cincinatti",2006,"English             "
53,"Mena Temple",518,"Liaisons Sweet",2006,"English             "
53,"Mena Temple",573,"Microcosmos Paradise",2006,"English             "
53,"Mena Temple",576,"Mighty Luck",2006,"English             "
53,"Mena Temple",577,"Mile Mulan",2006,"English             "
53,"Mena Temple",697,"Primary Glass",2006,"English             "
53,"Mena Temple",725,"Requiem Tycoon",2006,"English             "
53,"Mena Temple",727,"Resurrection Silverado",2006,"English             "
53,"Mena Temple",937,"Varsity Trip",2006,"English             "
53,"Mena Temple",947,"Vision Torque",2006,"English             "
53,"Mena Temple",961,"Wash Heavenly",2006,"English             "
53,"Mena Temple",980,"Wizard Coldblooded",2006,"English             "
54,"Penelope Pinkett",84,"Boiled Dares",2006,"English             "
54,"Penelope Pinkett",129,"Cause Date",2006,"English             "
54,"Penelope Pinkett",150,"Cider Desire",2006,"English             "
54,"Penelope Pinkett",184,"Core Suit",2006,"English             "
54,"Penelope Pinkett",285,"English Bulworth",2006,"English             "
54,"Penelope Pinkett",292,"Excitement Eve",2006,"English             "
54,"Penelope Pinkett",301,"Family Sweet",2006,"English             "
54,"Penelope Pinkett",348,"Gandhi Kwai",2006,"English             "
54,"Penelope Pinkett",489,"Juggler Hardly",2006,"English             "
54,"Penelope Pinkett",510,"Lawless Vision",2006,"English             "
54,"Penelope Pinkett",524,"Lion Uncut",2006,"English             "
54,"Penelope Pinkett",546,"Madre Gables",2006,"English             "
54,"Penelope Pinkett",600,"Motions Details",2006,"English             "
54,"Penelope Pinkett",636,"Oleander Clue",2006,"English             "
54,"Penelope Pinkett",649,"Oz Liaisons",2006,"English             "
54,"Penelope Pinkett",658,"Paris Weekend",2006,"English             "
54,"Penelope Pinkett",754,"Rushmore Mermaid",2006,"English             "
54,"Penelope Pinkett",764,"Saturday Lambs",2006,"English             "
54,"Penelope Pinkett",842,"State Wasteland",2006,"English             "
54,"Penelope Pinkett",858,"Submarine Bed",2006,"English             "
54,"Penelope Pinkett",861,"Suit Walls",2006,"English             "
54,"Penelope Pinkett",913,"Troopers Metal",2006,"English             "
54,"Penelope Pinkett",970,"Westward Seabiscuit",2006,"English             "
54,"Penelope Pinkett",988,"Worker Tarzan",2006,"English             "
54,"Penelope Pinkett",990,"World Leathernecks",2006,"English             "
55,"Fay Kilmer",8,"Airport Pollock",2006,"English             "
55,"Fay Kilmer",27,"Anonymous Human",2006,"English             "
55,"Fay Kilmer",75,"Bird Independence",2006,"English             "
55,"Fay Kilmer",197,"Crusade Honey",2006,"English             "
55,"Fay Kilmer",307,"Fellowship Autumn",2006,"English             "
55,"Fay Kilmer",320,"Flamingos Connecticut",2006,"English             "
55,"Fay Kilmer",340,"Frontier Cabin",2006,"English             "
55,"Fay Kilmer",403,"Harry Idaho",2006,"English             "
55,"Fay Kilmer",485,"Jersey Sassy",2006,"English             "
55,"Fay Kilmer",486,"Jet Neighbors",2006,"English             "
55,"Fay Kilmer",603,"Movie Shakespeare",2006,"English             "
55,"Fay Kilmer",612,"Mussolini Spoilers",2006,"English             "
55,"Fay Kilmer",620,"Nemo Campus",2006,"English             "
55,"Fay Kilmer",709,"Racer Egg",2006,"English             "
55,"Fay Kilmer",776,"Secret Groundhog",2006,"English             "
55,"Fay Kilmer",790,"Shootist Superfly",2006,"English             "
55,"Fay Kilmer",815,"Snatchers Montezuma",2006,"English             "
55,"Fay Kilmer",827,"Spice Sorority",2006,"English             "
55,"Fay Kilmer",930,"Vacation Boondock",2006,"English             "
55,"Fay Kilmer",963,"Watch Tracy",2006,"English             "
56,"Dan Harris",63,"Bedazzled Married",2006,"English             "
56,"Dan Harris",87,"Boondock Ballroom",2006,"English             "
56,"Dan Harris",226,"Destiny Saturday",2006,"English             "
56,"Dan Harris",236,"Divine Resurrection",2006,"English             "
56,"Dan Harris",298,"Eyes Driving",2006,"English             "
56,"Dan Harris",307,"Fellowship Autumn",2006,"English             "
56,"Dan Harris",354,"Ghost Groundhog",2006,"English             "
56,"Dan Harris",383,"Groove Fiction",2006,"English             "
56,"Dan Harris",417,"Hills Neighbors",2006,"English             "
56,"Dan Harris",421,"Holiday Games",2006,"English             "
56,"Dan Harris",457,"Independence Hotel",2006,"English             "
56,"Dan Harris",462,"Insider Arizona",2006,"English             "
56,"Dan Harris",474,"Jade Bunch",2006,"English             "
56,"Dan Harris",521,"Lies Treatment",2006,"English             "
56,"Dan Harris",593,"Monterey Labyrinth",2006,"English             "
56,"Dan Harris",728,"Reunion Witches",2006,"English             "
56,"Dan Harris",750,"Run Pacific",2006,"English             "
56,"Dan Harris",769,"School Jacket",2006,"English             "
56,"Dan Harris",781,"Seven Swarm",2006,"English             "
56,"Dan Harris",795,"Siege Madre",2006,"English             "
56,"Dan Harris",844,"Steers Armageddon",2006,"English             "
56,"Dan Harris",851,"Straight Hours",2006,"English             "
56,"Dan Harris",862,"Summer Scarface",2006,"English             "
56,"Dan Harris",868,"Superfly Trip",2006,"English             "
56,"Dan Harris",892,"Titanic Boondock",2006,"English             "
56,"Dan Harris",893,"Titans Jerk",2006,"English             "
56,"Dan Harris",936,"Vanishing Rocky",2006,"English             "
56,"Dan Harris",965,"Watership Frontier",2006,"English             "
57,"Jude Cruise",16,"Alley Evolution",2006,"English             "
57,"Jude Cruise",34,"Arabia Dogma",2006,"English             "
57,"Jude Cruise",101,"Brotherhood Blanket",2006,"English             "
57,"Jude Cruise",114,"Camelot Vacation",2006,"English             "
57,"Jude Cruise",122,"Carrie Bunch",2006,"English             "
57,"Jude Cruise",134,"Champion Flatliners",2006,"English             "
57,"Jude Cruise",144,"Chinatown Gladiator",2006,"English             "
57,"Jude Cruise",153,"Citizen Shrek",2006,"English             "
57,"Jude Cruise",192,"Crossing Divorce",2006,"English             "
57,"Jude Cruise",213,"Date Speed",2006,"English             "
57,"Jude Cruise",258,"Drums Dynamite",2006,"English             "
57,"Jude Cruise",267,"Eagles Panky",2006,"English             "
57,"Jude Cruise",317,"Fireball Philadelphia",2006,"English             "
57,"Jude Cruise",340,"Frontier Cabin",2006,"English             "
57,"Jude Cruise",393,"Halloween Nuts",2006,"English             "
57,"Jude Cruise",437,"House Dynamite",2006,"English             "
57,"Jude Cruise",447,"Ice Crossing",2006,"English             "
57,"Jude Cruise",502,"Knock Warlock",2006,"English             "
57,"Jude Cruise",592,"Monster Spartacus",2006,"English             "
57,"Jude Cruise",605,"Mulholland Beast",2006,"English             "
57,"Jude Cruise",637,"Open African",2006,"English             "
57,"Jude Cruise",685,"Platoon Instinct",2006,"English             "
57,"Jude Cruise",707,"Quest Mussolini",2006,"English             "
57,"Jude Cruise",714,"Random Go",2006,"English             "
57,"Jude Cruise",717,"Rear Trading",2006,"English             "
57,"Jude Cruise",737,"Rock Instinct",2006,"English             "
57,"Jude Cruise",767,"Scalawag Duck",2006,"English             "
57,"Jude Cruise",852,"Strangelove Desire",2006,"English             "
57,"Jude Cruise",891,"Timberland Sky",2006,"English             "
57,"Jude Cruise",918,"Twisted Pirates",2006,"English             "
58,"Christian Akroyd",48,"Backlash Undefeated",2006,"English             "
58,"Christian Akroyd",68,"Betrayed Rear",2006,"English             "
58,"Christian Akroyd",119,"Caper Motions",2006,"English             "
58,"Christian Akroyd",128,"Catch Amistad",2006,"English             "
58,"Christian Akroyd",135,"Chance Resurrection",2006,"English             "
58,"Christian Akroyd",175,"Confused Candles",2006,"English             "
58,"Christian Akroyd",199,"Cupboard Sinners",2006,"English             "
58,"Christian Akroyd",235,"Divide Monster",2006,"English             "
58,"Christian Akroyd",242,"Doom Dancing",2006,"English             "
58,"Christian Akroyd",243,"Doors President",2006,"English             "
58,"Christian Akroyd",254,"Driver Annie",2006,"English             "
58,"Christian Akroyd",306,"Feathers Metal",2006,"English             "
58,"Christian Akroyd",316,"Fire Wolves",2006,"English             "
58,"Christian Akroyd",417,"Hills Neighbors",2006,"English             "
58,"Christian Akroyd",426,"Home Pity",2006,"English             "
58,"Christian Akroyd",460,"Innocent Usual",2006,"English             "
58,"Christian Akroyd",477,"Jawbreaker Brooklyn",2006,"English             "
58,"Christian Akroyd",541,"Luke Mummy",2006,"English             "
58,"Christian Akroyd",549,"Magnolia Forrester",2006,"English             "
58,"Christian Akroyd",551,"Maiden Home",2006,"English             "
58,"Christian Akroyd",553,"Maker Gables",2006,"English             "
58,"Christian Akroyd",578,"Million Ace",2006,"English             "
58,"Christian Akroyd",602,"Mourning Purple",2006,"English             "
58,"Christian Akroyd",632,"Nuts Ties",2006,"English             "
58,"Christian Akroyd",635,"Oklahoma Jumanji",2006,"English             "
58,"Christian Akroyd",638,"Operation Operation",2006,"English             "
58,"Christian Akroyd",698,"Princess Giant",2006,"English             "
58,"Christian Akroyd",726,"Reservoir Adaptation",2006,"English             "
58,"Christian Akroyd",755,"Sabrina Midnight",2006,"English             "
58,"Christian Akroyd",800,"Sinners Atlantis",2006,"English             "
58,"Christian Akroyd",856,"Streetcar Intentions",2006,"English             "
58,"Christian Akroyd",858,"Submarine Bed",2006,"English             "
59,"Dustin Tautou",5,"African Egg",2006,"English             "
59,"Dustin Tautou",46,"Autumn Crow",2006,"English             "
59,"Dustin Tautou",54,"Banger Pinocchio",2006,"English             "
59,"Dustin Tautou",72,"Bill Others",2006,"English             "
59,"Dustin Tautou",88,"Born Spinal",2006,"English             "
59,"Dustin Tautou",121,"Carol Texas",2006,"English             "
59,"Dustin Tautou",129,"Cause Date",2006,"English             "
59,"Dustin Tautou",130,"Celebrity Horn",2006,"English             "
59,"Dustin Tautou",183,"Conversation Downhill",2006,"English             "
59,"Dustin Tautou",210,"Darko Dorado",2006,"English             "
59,"Dustin Tautou",241,"Donnie Alley",2006,"English             "
59,"Dustin Tautou",295,"Expendable Stallion",2006,"English             "
59,"Dustin Tautou",418,"Hobbit Alien",2006,"English             "
59,"Dustin Tautou",572,"Metropolis Coma",2006,"English             "
59,"Dustin Tautou",644,"Oscar Gold",2006,"English             "
59,"Dustin Tautou",650,"Pacific Amistad",2006,"English             "
59,"Dustin Tautou",689,"Pollock Deliverance",2006,"English             "
59,"Dustin Tautou",694,"Prejudice Oleander",2006,"English             "
59,"Dustin Tautou",702,"Pulp Beverly",2006,"English             "
59,"Dustin Tautou",713,"Rainbow Shock",2006,"English             "
59,"Dustin Tautou",749,"Rules Human",2006,"English             "
59,"Dustin Tautou",772,"Sea Virgin",2006,"English             "
59,"Dustin Tautou",853,"Stranger Strangers",2006,"English             "
59,"Dustin Tautou",862,"Summer Scarface",2006,"English             "
59,"Dustin Tautou",943,"Villain Desperate",2006,"English             "
59,"Dustin Tautou",946,"Virtual Spoilers",2006,"English             "
59,"Dustin Tautou",984,"Wonderful Drop",2006,"English             "
60,"Henry Berry",31,"Apache Divine",2006,"English             "
60,"Henry Berry",85,"Bonnie Holocaust",2006,"English             "
60,"Henry Berry",133,"Chamber Italian",2006,"English             "
60,"Henry Berry",142,"Chicken Hellfighters",2006,"English             "
60,"Henry Berry",177,"Connecticut Tramp",2006,"English             "
60,"Henry Berry",179,"Conquerer Nuts",2006,"English             "
60,"Henry Berry",186,"Craft Outfield",2006,"English             "
60,"Henry Berry",222,"Desert Poseidon",2006,"English             "
60,"Henry Berry",235,"Divide Monster",2006,"English             "
60,"Henry Berry",239,"Dogma Family",2006,"English             "
60,"Henry Berry",253,"Drifter Commandments",2006,"English             "
60,"Henry Berry",262,"Dumbo Lust",2006,"English             "
60,"Henry Berry",297,"Extraordinary Conquerer",2006,"English             "
60,"Henry Berry",299,"Factory Dragon",2006,"English             "
60,"Henry Berry",334,"Freddy Storm",2006,"English             "
60,"Henry Berry",376,"Grapes Fury",2006,"English             "
60,"Henry Berry",423,"Hollywood Anonymous",2006,"English             "
60,"Henry Berry",436,"Hours Rage",2006,"English             "
60,"Henry Berry",493,"Kane Exorcist",2006,"English             "
60,"Henry Berry",534,"Louisiana Harry",2006,"English             "
60,"Henry Berry",551,"Maiden Home",2006,"English             "
60,"Henry Berry",658,"Paris Weekend",2006,"English             "
60,"Henry Berry",665,"Patton Interview",2006,"English             "
60,"Henry Berry",679,"Pilot Hoosiers",2006,"English             "
60,"Henry Berry",754,"Rushmore Mermaid",2006,"English             "
60,"Henry Berry",771,"Scorpion Apollo",2006,"English             "
60,"Henry Berry",783,"Shane Darkness",2006,"English             "
60,"Henry Berry",784,"Shanghai Tycoon",2006,"English             "
60,"Henry Berry",805,"Sleepless Monsoon",2006,"English             "
60,"Henry Berry",830,"Spirit Flintstones",2006,"English             "
60,"Henry Berry",835,"Spy Mile",2006,"English             "
60,"Henry Berry",928,"Uptown Young",2006,"English             "
60,"Henry Berry",952,"Wagon Jaws",2006,"English             "
60,"Henry Berry",971,"Whale Bikini",2006,"English             "
60,"Henry Berry",986,"Wonka Sea",2006,"English             "
61,"Christian Neeson",235,"Divide Monster",2006,"English             "
61,"Christian Neeson",237,"Divorce Shining",2006,"English             "
61,"Christian Neeson",307,"Fellowship Autumn",2006,"English             "
61,"Christian Neeson",362,"Glory Tracy",2006,"English             "
61,"Christian Neeson",372,"Graceland Dynamite",2006,"English             "
61,"Christian Neeson",374,"Graffiti Love",2006,"English             "
61,"Christian Neeson",423,"Hollywood Anonymous",2006,"English             "
61,"Christian Neeson",433,"Horn Working",2006,"English             "
61,"Christian Neeson",508,"Lambs Cincinatti",2006,"English             "
61,"Christian Neeson",518,"Liaisons Sweet",2006,"English             "
61,"Christian Neeson",519,"Liberty Magnificent",2006,"English             "
61,"Christian Neeson",535,"Love Suicides",2006,"English             "
61,"Christian Neeson",537,"Lover Truman",2006,"English             "
61,"Christian Neeson",585,"Mob Duffel",2006,"English             "
61,"Christian Neeson",639,"Opposite Necklace",2006,"English             "
61,"Christian Neeson",648,"Outlaw Hanky",2006,"English             "
61,"Christian Neeson",649,"Oz Liaisons",2006,"English             "
61,"Christian Neeson",703,"Punk Divorce",2006,"English             "
61,"Christian Neeson",752,"Runner Madigan",2006,"English             "
61,"Christian Neeson",766,"Savannah Town",2006,"English             "
61,"Christian Neeson",767,"Scalawag Duck",2006,"English             "
61,"Christian Neeson",780,"Sensibility Rear",2006,"English             "
61,"Christian Neeson",831,"Spirited Casualties",2006,"English             "
61,"Christian Neeson",832,"Splash Gump",2006,"English             "
61,"Christian Neeson",990,"World Leathernecks",2006,"English             "
62,"Jayne Neeson",6,"Agent Truman",2006,"English             "
62,"Jayne Neeson",42,"Artist Coldblooded",2006,"English             "
62,"Jayne Neeson",54,"Banger Pinocchio",2006,"English             "
62,"Jayne Neeson",100,"Brooklyn Desert",2006,"English             "
62,"Jayne Neeson",101,"Brotherhood Blanket",2006,"English             "
62,"Jayne Neeson",129,"Cause Date",2006,"English             "
62,"Jayne Neeson",198,"Crystal Breaking",2006,"English             "
62,"Jayne Neeson",211,"Darling Breaking",2006,"English             "
62,"Jayne Neeson",231,"Dinosaur Secretary",2006,"English             "
62,"Jayne Neeson",272,"Edge Kissing",2006,"English             "
62,"Jayne Neeson",295,"Expendable Stallion",2006,"English             "
62,"Jayne Neeson",337,"Frida Slipper",2006,"English             "
62,"Jayne Neeson",375,"Grail Frankenstein",2006,"English             "
62,"Jayne Neeson",385,"Groundhog Uncut",2006,"English             "
62,"Jayne Neeson",393,"Halloween Nuts",2006,"English             "
62,"Jayne Neeson",398,"Hanover Galaxy",2006,"English             "
62,"Jayne Neeson",406,"Haunting Pianist",2006,"English             "
62,"Jayne Neeson",413,"Hedwig Alter",2006,"English             "
62,"Jayne Neeson",428,"Homicide Peach",2006,"English             "
62,"Jayne Neeson",445,"Hyde Doctor",2006,"English             "
62,"Jayne Neeson",457,"Independence Hotel",2006,"English             "
62,"Jayne Neeson",465,"Interview Liaisons",2006,"English             "
62,"Jayne Neeson",688,"Polish Brooklyn",2006,"English             "
62,"Jayne Neeson",707,"Quest Mussolini",2006,"English             "
62,"Jayne Neeson",719,"Records Zorro",2006,"English             "
62,"Jayne Neeson",951,"Voyage Legally",2006,"English             "
62,"Jayne Neeson",981,"Wolves Desire",2006,"English             "
62,"Jayne Neeson",988,"Worker Tarzan",2006,"English             "
62,"Jayne Neeson",990,"World Leathernecks",2006,"English             "
63,"Cameron Wray",73,"Bingo Talented",2006,"English             "
63,"Cameron Wray",134,"Champion Flatliners",2006,"English             "
63,"Cameron Wray",167,"Coma Head",2006,"English             "
63,"Cameron Wray",208,"Dares Pluto",2006,"English             "
63,"Cameron Wray",225,"Destination Jerk",2006,"English             "
63,"Cameron Wray",248,"Dozen Lion",2006,"English             "
63,"Cameron Wray",249,"Dracula Crystal",2006,"English             "
63,"Cameron Wray",278,"Elf Murder",2006,"English             "
63,"Cameron Wray",392,"Hall Cassidy",2006,"English             "
63,"Cameron Wray",517,"Lesson Cleopatra",2006,"English             "
63,"Cameron Wray",633,"October Submarine",2006,"English             "
63,"Cameron Wray",763,"Satisfaction Confidential",2006,"English             "
63,"Cameron Wray",781,"Seven Swarm",2006,"English             "
63,"Cameron Wray",809,"Slipper Fidelity",2006,"English             "
63,"Cameron Wray",893,"Titans Jerk",2006,"English             "
63,"Cameron Wray",932,"Valley Packer",2006,"English             "
63,"Cameron Wray",944,"Virgin Daisy",2006,"English             "
63,"Cameron Wray",945,"Virginian Pluto",2006,"English             "
63,"Cameron Wray",981,"Wolves Desire",2006,"English             "
64,"Ray Johansson",3,"Adaptation Holes",2006,"English             "
64,"Ray Johansson",10,"Aladdin Calendar",2006,"English             "
64,"Ray Johansson",37,"Arizona Bang",2006,"English             "
64,"Ray Johansson",87,"Boondock Ballroom",2006,"English             "
64,"Ray Johansson",88,"Born Spinal",2006,"English             "
64,"Ray Johansson",124,"Casper Dragonfly",2006,"English             "
64,"Ray Johansson",197,"Crusade Honey",2006,"English             "
64,"Ray Johansson",280,"Empire Malkovich",2006,"English             "
64,"Ray Johansson",291,"Evolution Alter",2006,"English             "
64,"Ray Johansson",307,"Fellowship Autumn",2006,"English             "
64,"Ray Johansson",335,"Freedom Cleopatra",2006,"English             "
64,"Ray Johansson",345,"Gables Metropolis",2006,"English             "
64,"Ray Johansson",448,"Idaho Love",2006,"English             "
64,"Ray Johansson",469,"Iron Moon",2006,"English             "
64,"Ray Johansson",471,"Island Exorcist",2006,"English             "
64,"Ray Johansson",506,"Lady Stage",2006,"English             "
64,"Ray Johansson",543,"Madigan Dorado",2006,"English             "
64,"Ray Johansson",557,"Manchurian Curtain",2006,"English             "
64,"Ray Johansson",569,"Menagerie Rushmore",2006,"English             "
64,"Ray Johansson",572,"Metropolis Coma",2006,"English             "
64,"Ray Johansson",597,"Moonwalker Fool",2006,"English             "
64,"Ray Johansson",616,"National Story",2006,"English             "
64,"Ray Johansson",646,"Outbreak Divine",2006,"English             "
64,"Ray Johansson",694,"Prejudice Oleander",2006,"English             "
64,"Ray Johansson",832,"Splash Gump",2006,"English             "
64,"Ray Johansson",852,"Strangelove Desire",2006,"English             "
64,"Ray Johansson",860,"Suicides Silence",2006,"English             "
64,"Ray Johansson",921,"Uncut Suicides",2006,"English             "
64,"Ray Johansson",925,"United Pilot",2006,"English             "
64,"Ray Johansson",980,"Wizard Coldblooded",2006,"English             "
65,"Angela Hudson",39,"Armageddon Lost",2006,"English             "
65,"Angela Hudson",46,"Autumn Crow",2006,"English             "
65,"Angela Hudson",97,"Bride Intrigue",2006,"English             "
65,"Angela Hudson",106,"Bulworth Commandments",2006,"English             "
65,"Angela Hudson",117,"Candles Grapes",2006,"English             "
65,"Angela Hudson",125,"Cassidy Wyoming",2006,"English             "
65,"Angela Hudson",158,"Clones Pinocchio",2006,"English             "
65,"Angela Hudson",276,"Element Freddy",2006,"English             "
65,"Angela Hudson",305,"Fatal Haunted",2006,"English             "
65,"Angela Hudson",338,"Frisco Forrest",2006,"English             "
65,"Angela Hudson",347,"Games Bowfinger",2006,"English             "
65,"Angela Hudson",371,"Gosford Donnie",2006,"English             "
65,"Angela Hudson",398,"Hanover Galaxy",2006,"English             "
65,"Angela Hudson",471,"Island Exorcist",2006,"English             "
65,"Angela Hudson",475,"Japanese Run",2006,"English             "
65,"Angela Hudson",476,"Jason Trap",2006,"English             "
65,"Angela Hudson",491,"Jumping Wrath",2006,"English             "
65,"Angela Hudson",496,"Kick Savannah",2006,"English             "
65,"Angela Hudson",516,"Legend Jedi",2006,"English             "
65,"Angela Hudson",517,"Lesson Cleopatra",2006,"English             "
65,"Angela Hudson",541,"Luke Mummy",2006,"English             "
65,"Angela Hudson",556,"Maltese Hope",2006,"English             "
65,"Angela Hudson",571,"Metal Armageddon",2006,"English             "
65,"Angela Hudson",577,"Mile Mulan",2006,"English             "
65,"Angela Hudson",615,"Nash Chocolat",2006,"English             "
65,"Angela Hudson",658,"Paris Weekend",2006,"English             "
65,"Angela Hudson",683,"Pity Bound",2006,"English             "
65,"Angela Hudson",694,"Prejudice Oleander",2006,"English             "
65,"Angela Hudson",714,"Random Go",2006,"English             "
65,"Angela Hudson",735,"Robbers Joon",2006,"English             "
65,"Angela Hudson",852,"Strangelove Desire",2006,"English             "
65,"Angela Hudson",938,"Velvet Terminator",2006,"English             "
65,"Angela Hudson",951,"Voyage Legally",2006,"English             "
65,"Angela Hudson",965,"Watership Frontier",2006,"English             "
66,"Mary Tandy",55,"Barbarella Streetcar",2006,"English             "
66,"Mary Tandy",143,"Chill Luck",2006,"English             "
66,"Mary Tandy",207,"Dangerous Uptown",2006,"English             "
66,"Mary Tandy",226,"Destiny Saturday",2006,"English             "
66,"Mary Tandy",229,"Devil Desire",2006,"English             "
66,"Mary Tandy",230,"Diary Panic",2006,"English             "
66,"Mary Tandy",283,"Ending Crowds",2006,"English             "
66,"Mary Tandy",300,"Falcon Volume",2006,"English             "
66,"Mary Tandy",342,"Fugitive Maguire",2006,"English             "
66,"Mary Tandy",350,"Garden Island",2006,"English             "
66,"Mary Tandy",361,"Gleaming Jawbreaker",2006,"English             "
66,"Mary Tandy",376,"Grapes Fury",2006,"English             "
66,"Mary Tandy",424,"Holocaust Highball",2006,"English             "
66,"Mary Tandy",434,"Horror Reign",2006,"English             "
66,"Mary Tandy",553,"Maker Gables",2006,"English             "
66,"Mary Tandy",608,"Murder Antitrust",2006,"English             "
66,"Mary Tandy",676,"Philadelphia Wife",2006,"English             "
66,"Mary Tandy",697,"Primary Glass",2006,"English             "
66,"Mary Tandy",706,"Queen Luke",2006,"English             "
66,"Mary Tandy",725,"Requiem Tycoon",2006,"English             "
66,"Mary Tandy",769,"School Jacket",2006,"English             "
66,"Mary Tandy",793,"Shrunk Divine",2006,"English             "
66,"Mary Tandy",829,"Spinal Rocky",2006,"English             "
66,"Mary Tandy",871,"Sweden Shining",2006,"English             "
66,"Mary Tandy",909,"Treasure Command",2006,"English             "
66,"Mary Tandy",915,"Truman Crazy",2006,"English             "
66,"Mary Tandy",928,"Uptown Young",2006,"English             "
66,"Mary Tandy",951,"Voyage Legally",2006,"English             "
66,"Mary Tandy",957,"War Notting",2006,"English             "
66,"Mary Tandy",960,"Wars Pluto",2006,"English             "
66,"Mary Tandy",999,"Zoolander Fiction",2006,"English             "
67,"Jessica Bailey",24,"Analyze Hoosiers",2006,"English             "
67,"Jessica Bailey",57,"Basic Easy",2006,"English             "
67,"Jessica Bailey",67,"Berets Agent",2006,"English             "
67,"Jessica Bailey",144,"Chinatown Gladiator",2006,"English             "
67,"Jessica Bailey",242,"Doom Dancing",2006,"English             "
67,"Jessica Bailey",244,"Dorado Notting",2006,"English             "
67,"Jessica Bailey",256,"Drop Waterfront",2006,"English             "
67,"Jessica Bailey",408,"Head Stranger",2006,"English             "
67,"Jessica Bailey",477,"Jawbreaker Brooklyn",2006,"English             "
67,"Jessica Bailey",496,"Kick Savannah",2006,"English             "
67,"Jessica Bailey",512,"League Hellfighters",2006,"English             "
67,"Jessica Bailey",576,"Mighty Luck",2006,"English             "
67,"Jessica Bailey",601,"Moulin Wake",2006,"English             "
67,"Jessica Bailey",725,"Requiem Tycoon",2006,"English             "
67,"Jessica Bailey",726,"Reservoir Adaptation",2006,"English             "
67,"Jessica Bailey",731,"Right Cranes",2006,"English             "
67,"Jessica Bailey",766,"Savannah Town",2006,"English             "
67,"Jessica Bailey",861,"Suit Walls",2006,"English             "
67,"Jessica Bailey",870,"Swarm Gold",2006,"English             "
67,"Jessica Bailey",915,"Truman Crazy",2006,"English             "
67,"Jessica Bailey",945,"Virginian Pluto",2006,"English             "
67,"Jessica Bailey",972,"Whisperer Giant",2006,"English             "
67,"Jessica Bailey",981,"Wolves Desire",2006,"English             "
68,"Rip Winslet",9,"Alabama Devil",2006,"English             "
68,"Rip Winslet",45,"Attraction Newton",2006,"English             "
68,"Rip Winslet",133,"Chamber Italian",2006,"English             "
68,"Rip Winslet",161,"Clue Grail",2006,"English             "
68,"Rip Winslet",205,"Dances None",2006,"English             "
68,"Rip Winslet",213,"Date Speed",2006,"English             "
68,"Rip Winslet",215,"Dawn Pond",2006,"English             "
68,"Rip Winslet",255,"Driving Polish",2006,"English             "
68,"Rip Winslet",296,"Express Lonely",2006,"English             "
68,"Rip Winslet",315,"Finding Anaconda",2006,"English             "
68,"Rip Winslet",325,"Floats Garden",2006,"English             "
68,"Rip Winslet",331,"Forward Temple",2006,"English             "
68,"Rip Winslet",347,"Games Bowfinger",2006,"English             "
68,"Rip Winslet",357,"Gilbert Pelican",2006,"English             "
68,"Rip Winslet",378,"Greatest North",2006,"English             "
68,"Rip Winslet",380,"Greek Everyone",2006,"English             "
68,"Rip Winslet",386,"Gump Date",2006,"English             "
68,"Rip Winslet",396,"Hanging Deep",2006,"English             "
68,"Rip Winslet",435,"Hotel Happiness",2006,"English             "
68,"Rip Winslet",497,"Kill Brotherhood",2006,"English             "
68,"Rip Winslet",607,"Muppet Mile",2006,"English             "
68,"Rip Winslet",654,"Panky Submarine",2006,"English             "
68,"Rip Winslet",665,"Patton Interview",2006,"English             "
68,"Rip Winslet",671,"Perdition Fargo",2006,"English             "
68,"Rip Winslet",706,"Queen Luke",2006,"English             "
68,"Rip Winslet",747,"Roxanne Rebel",2006,"English             "
68,"Rip Winslet",834,"Spoilers Hellfighters",2006,"English             "
68,"Rip Winslet",839,"Stallion Sundance",2006,"English             "
68,"Rip Winslet",840,"Stampede Disturbing",2006,"English             "
68,"Rip Winslet",971,"Whale Bikini",2006,"English             "
69,"Kenneth Paltrow",15,"Alien Center",2006,"English             "
69,"Kenneth Paltrow",88,"Born Spinal",2006,"English             "
69,"Kenneth Paltrow",111,"Caddyshack Jedi",2006,"English             "
69,"Kenneth Paltrow",202,"Daddy Pittsburgh",2006,"English             "
69,"Kenneth Paltrow",236,"Divine Resurrection",2006,"English             "
69,"Kenneth Paltrow",292,"Excitement Eve",2006,"English             "
69,"Kenneth Paltrow",300,"Falcon Volume",2006,"English             "
69,"Kenneth Paltrow",306,"Feathers Metal",2006,"English             "
69,"Kenneth Paltrow",374,"Graffiti Love",2006,"English             "
69,"Kenneth Paltrow",396,"Hanging Deep",2006,"English             "
69,"Kenneth Paltrow",452,"Illusion Amelie",2006,"English             "
69,"Kenneth Paltrow",466,"Intolerable Intentions",2006,"English             "
69,"Kenneth Paltrow",529,"Lonely Elephant",2006,"English             "
69,"Kenneth Paltrow",612,"Mussolini Spoilers",2006,"English             "
69,"Kenneth Paltrow",720,"Redemption Comforts",2006,"English             "
69,"Kenneth Paltrow",722,"Reef Salute",2006,"English             "
69,"Kenneth Paltrow",761,"Santa Paris",2006,"English             "
69,"Kenneth Paltrow",791,"Show Lord",2006,"English             "
69,"Kenneth Paltrow",864,"Sundance Invasion",2006,"English             "
69,"Kenneth Paltrow",877,"Taxi Kick",2006,"English             "
69,"Kenneth Paltrow",914,"Trouble Date",2006,"English             "
70,"Michelle Mcconaughey",50,"Baked Cleopatra",2006,"English             "
